City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
457,Potsdam,DE,52.3989,13.0657,52.0,61,100,6.33,light rain
458,Kattivakkam,IN,13.2167,80.3167,87.8,66,0,9.22,haze
459,Zyryanka,RU,65.75,150.85,33.69,90,100,5.06,overcast clouds
460,Pachino,IT,36.7186,15.0907,55.4,82,63,5.75,broken clouds
461,Itoman,JP,26.1247,127.6694,69.8,94,75,24.16,moderate rain
462,Port Augusta,AU,-32.5,137.7667,75.99,33,0,8.05,clear sky
463,Salinas,US,36.6777,-121.6555,66.2,48,1,6.91,clear sky
464,Mkuranga,TZ,-7.118,39.2078,72.36,98,55,5.32,moderate rain
465,Amapa,BR,1.0,-52.0,70.97,98,35,1.63,scattered clouds
466,Nabire,ID,-3.3667,135.4833,87.62,60,25,6.17,scattered clouds
467,Lesnoy,RU,57.6198,63.0784,44.58,53,9,14.14,clear sky
468,Nosy Varika,MG,-20.5833,48.5333,71.8,93,37,5.12,scattered clouds
469,Xinzhou,CN,38.4092,112.7333,62.73,17,59,23.69,broken clouds
470,Labuhan,ID,-6.8844,112.2051,84.61,67,42,4.92,scattered clouds
471,Sagana,KE,-0.6667,37.2,63.41,95,92,0.85,overcast clouds
472,Mandera,KE,3.9366,41.867,80.4,71,47,9.1,scattered clouds
473,Shupiyan,IN,33.7167,74.8333,60.33,56,55,3.29,broken clouds
474,Bloomington,US,44.8408,-93.2983,53.6,50,1,0.76,clear sky
475,Umm Kaddadah,SD,13.6017,26.6876,78.67,14,77,14.25,broken clouds
476,Abu Zabad,SD,12.35,29.25,85.19,27,100,2.46,overcast clouds
477,Tautira,PF,-17.7333,-149.15,84.0,74,75,3.44,broken clouds
478,Deniliquin,AU,-35.5333,144.9667,75.0,38,2,1.95,clear sky
479,Ossora,RU,59.2353,163.0719,33.42,99,100,4.43,overcast clouds
480,Sinazongwe,ZM,-17.2614,27.4618,71.15,67,6,2.33,clear sky
481,Puerto Quijarro,BO,-17.7833,-57.7667,67.6,58,98,4.09,overcast clouds
482,Srednekolymsk,RU,67.45,153.6833,29.79,85,97,6.78,overcast clouds
483,San Vicente,AR,-26.6167,-54.1333,45.66,60,0,3.56,clear sky
484,Hamilton,US,39.1834,-84.5333,66.99,94,90,5.75,overcast clouds
485,Hammerfest,NO,70.6634,23.6821,26.6,93,75,8.05,snow
486,Ahipara,NZ,-35.1667,173.1667,62.67,63,20,9.89,few clouds
487,Charters Towers,AU,-20.1,146.2667,80.38,38,0,9.93,clear sky
488,Luderitz,NA,-26.6481,15.1594,58.5,75,21,21.5,few clouds
489,Tasiilaq,GL,65.6145,-37.6368,30.2,100,90,3.44,mist
490,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,73.4,73,0,9.22,clear sky
491,Lagoa,PT,39.05,-27.9833,58.03,67,63,10.2,broken clouds
492,Bayji,IQ,34.9311,43.487,78.3,25,0,7.2,clear sky
493,Coahuayana,MX,18.7333,-103.6833,72.91,92,44,1.12,scattered clouds
494,Kimbe,PG,-5.5502,150.1429,84.85,69,64,5.61,light rain
495,Contamana,PE,-7.3333,-75.0167,69.17,91,37,0.94,scattered clouds
496,Brae,GB,60.3964,-1.353,37.4,81,20,11.5,few clouds
497,Saint-Joseph,RE,-21.3667,55.6167,77.0,78,0,19.57,light rain
498,Abha,SA,18.2164,42.5053,59.0,67,40,4.61,scattered clouds
499,Palmer,US,42.1584,-72.3287,59.0,100,40,1.14,scattered clouds
500,Oktyabrskiy,RU,54.4815,53.471,43.07,74,93,10.6,overcast clouds
501,Hazorasp,UZ,41.3194,61.0742,66.2,55,0,16.11,clear sky
502,Olinda,BR,-8.0089,-34.8553,73.4,83,75,16.11,mist
503,Aberdeen,GB,57.1437,-2.0981,35.6,93,75,9.22,broken clouds
504,Hoquiam,US,46.9809,-123.8893,55.99,76,1,6.91,clear sky
505,Norsup,VU,-16.0667,167.3833,80.15,62,79,17.07,broken clouds
506,Victor Harbor,AU,-35.5667,138.6167,68.0,72,11,4.74,few clouds
507,Pirgos,GR,35.1167,25.7178,80.6,32,75,29.93,broken clouds
508,Glomfjord,NO,66.8167,13.9667,35.6,75,75,10.36,light snow
509,Nha Trang,VN,12.25,109.1833,87.8,58,20,12.66,few clouds
510,Synya,RU,65.3718,58.0387,31.26,80,100,6.02,overcast clouds
511,Caraballeda,VE,10.6112,-66.8522,77.0,83,75,1.14,broken clouds
512,Ust-Tsilma,RU,65.441,52.1498,29.48,63,100,6.38,overcast clouds
513,Pisco,PE,-13.7,-76.2167,64.4,88,40,1.74,mist
514,Opuwo,NA,-18.0607,13.84,65.91,56,36,4.07,scattered clouds
515,Sunrise Manor,US,36.2111,-115.0731,80.6,11,1,3.44,clear sky
516,Zverinogolovskoye,RU,54.4586,64.8542,49.87,49,48,13.49,scattered clouds
517,Ninghai,CN,29.2892,121.4247,77.0,47,0,4.47,clear sky
518,Pointe Michel,DM,15.25,-61.3833,77.49,77,100,11.77,light rain
519,Mitu,CO,1.1983,-70.1733,71.49,99,99,2.3,overcast clouds
520,Doha,QA,25.2867,51.5333,89.6,35,75,10.36,light rain
521,Tateyama,JP,34.9833,139.8667,64.4,88,75,13.8,mist
522,Talas,TR,38.6908,35.5538,53.6,71,75,2.24,light rain
523,Birin,NP,26.8865,88.0718,80.1,20,0,6.51,clear sky
524,Katima Mulilo,NA,-17.5,24.2667,61.83,88,13,4.05,few clouds
525,Alyangula,AU,-13.8483,136.4192,87.8,62,94,10.36,overcast clouds
526,Holstebro,DK,56.3601,8.6161,39.0,87,75,3.44,broken clouds
527,Aklavik,CA,68.2191,-135.0107,37.4,52,25,9.22,scattered clouds
528,Zile,TR,40.3031,35.8864,50.0,71,0,1.14,clear sky
529,Salinopolis,BR,-0.6136,-47.3561,78.39,83,100,5.73,overcast clouds
530,Kollam,IN,8.8833,76.6,86.0,79,40,4.61,haze
531,Pishin,PK,30.5803,66.9961,76.24,21,28,1.28,scattered clouds
532,Ashti,IN,19.3833,76.2333,95.67,18,3,6.6,clear sky
533,Kalyazin,RU,57.2403,37.8433,34.38,83,20,7.96,few clouds
534,Coruripe,BR,-10.1256,-36.1756,75.97,87,44,6.33,scattered clouds
535,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.11,99,100,1.72,overcast clouds
536,Novyy Urengoy,RU,66.0833,76.6333,29.5,88,99,3.15,overcast clouds
537,Turbat,PK,26.0023,63.044,88.05,36,86,2.86,overcast clouds
538,Tiarei,PF,-17.5333,-149.3333,84.0,74,75,3.44,broken clouds
539,Mananjary,MG,-21.2167,48.3333,71.91,92,42,4.0,scattered clouds
540,Riyadh,SA,24.6877,46.7219,84.2,21,75,9.22,broken clouds
541,Yarmouth,US,41.7057,-70.2286,51.8,87,90,5.75,overcast clouds
542,Faya,SA,18.3851,42.4509,59.0,67,40,4.61,scattered clouds
543,Vaitape,PF,-16.5167,-151.75,81.75,75,72,10.63,broken clouds
544,Hofn,IS,64.2539,-15.2082,35.4,63,96,7.29,overcast clouds
545,Chiredzi,ZW,-21.05,31.6667,61.52,91,0,1.81,clear sky
546,Yatou,CN,37.15,122.3833,59.11,61,100,10.49,overcast clouds
547,Jutai,BR,-5.1833,-68.9,72.57,98,98,3.65,overcast clouds
548,Kawalu,ID,-7.3817,108.2082,84.47,62,93,2.73,overcast clouds
549,Muhos,FI,64.808,25.9931,32.0,86,0,5.75,light snow
550,Ha Giang,VN,22.8333,104.9833,70.16,89,100,1.88,overcast clouds
551,Chalakudi,IN,10.304,76.3361,84.2,79,40,3.44,mist
552,Constantine,DZ,36.365,6.6147,50.0,81,0,5.75,clear sky
553,Apatity,RU,67.5641,33.4031,23.0,100,98,1.97,overcast clouds
554,Panama City,PA,8.9936,-79.5197,78.8,78,90,6.91,overcast clouds
555,Qui Nhon,VN,13.7667,109.2333,82.9,69,100,10.38,overcast clouds
556,Birjand,IR,32.8663,59.2211,66.2,24,0,4.61,clear sky
557,Ouesso,CG,1.6136,16.0517,70.95,97,100,0.98,overcast clouds
558,Sorland,NO,67.667,12.6934,37.94,62,100,12.97,overcast clouds
559,Ucluelet,CA,48.9329,-125.5528,50.0,88,100,8.34,overcast clouds
560,Mahajanga,MG,-15.7167,46.3167,73.4,88,20,3.44,few clouds
561,Sterling,US,39.0062,-77.4286,71.6,68,40,3.44,scattered clouds
562,Chongwe,ZM,-15.3292,28.682,62.6,80,9,5.14,clear sky
563,Giyon,ET,8.5333,37.9833,61.45,83,100,3.71,light rain
564,Mahuva,IN,21.0914,71.7622,91.44,39,60,3.89,broken clouds
565,Waipawa,NZ,-41.4122,175.5153,60.8,67,40,18.41,scattered clouds
566,Kumeny,RU,58.1089,49.9161,36.5,80,77,11.68,broken clouds
567,Pampierstad,ZA,-27.7832,24.6877,60.01,37,54,9.64,broken clouds
568,Talaya,RU,61.3833,152.75,31.5,89,61,3.18,broken clouds
569,Yinchuan,CN,38.4681,106.2731,67.69,16,70,6.73,broken clouds
570,Port-Cartier,CA,50.0334,-66.8654,39.99,75,75,6.91,broken clouds
571,Cervo,ES,43.6702,-7.4101,45.0,87,19,1.81,few clouds
572,Vestby,NO,59.6024,10.7467,37.0,66,41,1.01,scattered clouds
573,Kunzelsau,DE,49.2819,9.6889,51.01,100,90,6.91,overcast clouds
574,Cayenne,GF,4.9333,-52.3333,79.0,94,75,4.61,broken clouds
575,Auki,SB,-8.7676,160.7034,81.28,78,40,0.78,scattered clouds
576,Dourbali,TD,11.8091,15.8632,78.57,16,100,7.25,overcast clouds
577,Claye-Souilly,FR,48.9449,2.6857,46.4,81,75,8.05,broken clouds
578,Bayir,TR,37.2687,28.2167,71.6,26,75,14.97,broken clouds
579,Askino,RU,56.0901,56.5783,39.63,84,100,9.28,overcast clouds
580,Honiara,SB,-9.4333,159.95,82.35,77,96,4.36,overcast clouds
581,Yamada,JP,39.4667,141.95,52.77,94,100,1.39,moderate rain
582,Niteroi,BR,-22.8833,-43.1036,73.4,88,75,12.66,light rain
583,Namibe,AO,-15.1961,12.1522,73.44,72,36,8.19,scattered clouds
584,Te Anau,NZ,-45.4167,167.7167,52.54,91,100,5.32,moderate rain
585,Kutum,SD,14.2,24.6667,74.84,16,100,5.91,overcast clouds
586,Marystown,CA,47.1666,-55.1483,36.12,92,85,10.58,overcast clouds
587,Mezen,RU,65.8522,44.24,31.87,57,54,7.16,broken clouds
588,Barabai,ID,-2.5833,115.3833,93.15,48,62,2.44,broken clouds
589,Lata,PT,40.1629,-8.3327,57.99,75,96,3.0,overcast clouds
590,Hoopstad,ZA,-27.8327,25.9083,58.03,33,23,5.59,few clouds
591,Harper,LR,4.375,-7.7169,79.34,84,86,5.41,overcast clouds
592,Uvira,CD,-3.4067,29.1458,69.8,94,20,4.61,few clouds
593,Lokosovo,RU,61.1333,74.8167,45.1,74,100,4.68,overcast clouds
594,Asosa,ET,10.0667,34.5333,67.26,71,100,3.31,overcast clouds
595,Bantry,IE,51.6833,-9.45,42.8,70,75,8.05,broken clouds
596,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,57.99,88,78,1.99,broken clouds
597,Coihaique,CL,-45.5752,-72.0662,46.4,93,90,1.14,overcast clouds
598,Loiza,PR,18.4313,-65.8802,75.2,83,40,3.44,scattered clouds
599,Tevaitoa,PF,-16.7833,-151.5,81.91,74,65,9.62,light rain
600,Goldsboro,US,35.3849,-77.9928,69.8,68,1,9.22,clear sky
601,Mehamn,NO,71.0357,27.8492,26.6,80,75,8.05,light snow
602,Kashihara,JP,34.509,135.7929,61.0,100,75,4.61,moderate rain
603,Sidi Ali,DZ,36.0998,0.4206,57.99,74,18,8.21,few clouds
604,San Patricio,US,28.017,-97.5169,78.8,83,90,17.27,overcast clouds
605,Abonnema,NG,4.7084,6.7931,73.4,100,40,1.43,scattered clouds
606,Krasnyy Luch,UA,48.1395,38.9371,43.63,67,1,6.73,clear sky
607,Andra,RU,62.5147,65.8878,43.56,74,99,7.87,overcast clouds
608,Parelhas,BR,-6.6878,-36.6575,72.18,90,31,8.12,scattered clouds
609,Martin,US,27.0837,-80.4164,77.0,73,1,9.06,clear sky
610,De-Kastri,RU,51.4667,140.7833,34.36,97,100,5.99,light snow
611,Arona,ES,28.0996,-16.681,64.99,82,20,6.91,few clouds
612,Perivolion,GR,39.4206,20.0147,57.0,94,0,4.83,clear sky
613,Ballarat,AU,-37.5662,143.8496,69.01,56,3,1.01,clear sky
614,Ternate,ID,0.8,127.4,84.06,70,91,5.75,overcast clouds
615,Coxim,BR,-18.5067,-54.76,67.96,56,94,3.62,overcast clouds
616,Atar,MR,20.5169,-13.0499,76.39,34,28,5.5,scattered clouds
617,Markala,ML,13.7021,-6.0659,91.47,30,71,14.18,broken clouds
618,Pizarro,CO,4.9533,-77.366,76.48,90,100,3.4,light rain
619,San Antonio,US,29.4241,-98.4936,73.0,88,90,9.22,very heavy rain
620,Shubarkuduk,KZ,49.1447,56.4872,50.29,65,54,9.01,broken clouds
621,Neiafu,TO,-18.65,-173.9833,82.4,83,40,9.22,moderate rain
622,Dhidhdhoo,MV,6.8833,73.1,84.31,71,17,5.46,few clouds
623,Blagoyevo,RU,63.3667,47.9167,32.56,58,100,6.64,overcast clouds
624,Gushikawa,JP,26.3544,127.8686,69.8,88,90,13.8,light rain
625,Jackson,US,42.4165,-122.8345,78.8,17,1,1.43,clear sky
626,Yunyang,CN,33.4474,112.7142,82.44,24,6,17.6,clear sky
627,Hinatuan,PH,8.3722,126.3342,86.52,60,61,7.09,broken clouds
628,Gorontalo,ID,0.5412,123.0595,89.55,58,49,5.26,scattered clouds
629,Lasa,IT,46.6166,10.7002,54.0,100,90,5.75,overcast clouds
630,Avera,US,33.194,-82.5271,68.0,88,1,6.64,clear sky
631,Verkhnevilyuysk,RU,63.4453,120.3167,37.65,64,12,2.3,few clouds
632,Leticia,CO,-4.2153,-69.9406,77.0,100,75,2.64,light rain
633,Sechura,PE,-5.5569,-80.8222,69.91,74,93,13.35,overcast clouds
634,Calvinia,ZA,-31.4707,19.776,50.76,83,100,4.9,overcast clouds
635,Imeni Poliny Osipenko,RU,52.4201,136.4853,32.34,98,100,13.65,snow
636,Port-Gentil,GA,-0.7193,8.7815,81.0,81,100,6.24,overcast clouds
637,Omsukchan,RU,62.5333,155.8,32.76,89,68,3.89,broken clouds
638,Kiryas Joel,US,41.342,-74.1679,62.01,100,75,5.23,broken clouds
639,Salard,RO,47.2167,22.05,50.0,87,75,5.75,broken clouds
640,Boguchany,RU,58.3814,97.4531,39.45,64,100,8.5,overcast clouds
641,Arkadelphia,US,34.1209,-93.0538,77.0,83,20,4.61,few clouds
642,Teya,RU,60.3778,92.6267,41.29,93,100,2.84,overcast clouds
643,Kailua,US,21.4022,-157.7394,77.0,83,90,11.5,light rain
644,Douentza,ML,14.9951,-2.9517,87.4,31,84,5.21,broken clouds
645,Erechim,BR,-27.6342,-52.2739,55.4,54,0,13.8,clear sky
646,Gurlan,UZ,41.8447,60.3919,68.0,55,0,16.11,clear sky
647,America Dourada,BR,-11.4553,-41.4361,68.38,93,49,8.25,scattered clouds
648,Kitimat,CA,54.0524,-128.6534,46.0,96,100,1.36,light rain
649,Nanakuli,US,21.3906,-158.1547,80.6,61,90,8.05,light rain
650,Vysokogornyy,RU,50.1167,139.15,38.57,97,100,1.7,overcast clouds
651,Yuanping,CN,38.7153,112.7575,61.65,15,56,24.96,broken clouds
652,Sharanga,RU,57.1775,46.5396,34.93,97,97,5.5,light snow
653,Monte Patria,CL,-30.6919,-70.9467,64.17,61,0,1.12,clear sky
654,Nambour,AU,-26.6333,152.95,75.0,73,91,5.01,light rain
655,Ola,RU,59.5833,151.2833,36.5,62,5,0.31,clear sky
656,Banavar,IN,13.4136,76.1683,83.95,49,53,5.75,broken clouds
657,Hervey Bay,AU,-25.2986,152.8535,75.99,63,74,5.99,broken clouds
658,Matadi,CD,-5.8167,13.45,74.28,97,100,2.06,overcast clouds
659,Zhovtneve,UA,50.6637,24.2492,36.66,95,57,8.01,broken clouds
660,Stornoway,GB,58.2093,-6.3865,37.0,93,75,5.75,broken clouds
661,Povolzhskiy,RU,53.5854,49.7629,41.0,75,0,4.47,clear sky
662,Nobres,BR,-14.7203,-56.3275,69.51,73,99,3.87,overcast clouds
663,Mingguang,CN,32.7802,117.9638,80.55,30,24,24.16,light rain
664,Morro Bay,US,35.3658,-120.8499,60.01,90,2,1.99,clear sky
665,Ballina,AU,-28.8667,153.5667,73.4,64,100,8.05,overcast clouds
666,Zhigansk,RU,66.7697,123.3711,31.75,97,50,3.44,scattered clouds
667,Yavaros,MX,26.7,-109.5167,70.0,50,0,16.06,clear sky
668,Cururupu,BR,-1.8283,-44.8683,74.43,91,100,1.81,overcast clouds
669,Chifeng,CN,42.2683,118.9636,46.65,48,94,17.13,moderate rain
670,Sangar,RU,63.9242,127.4739,30.56,88,27,3.96,scattered clouds
671,Koumac,NC,-20.5667,164.2833,77.86,55,1,13.22,clear sky
672,Toro,CO,4.6117,-76.0814,64.4,100,75,4.61,broken clouds
673,Balclutha,NZ,-46.2339,169.75,60.01,61,88,10.0,overcast clouds
674,Boende,CD,-0.2167,20.8667,69.64,99,100,1.63,moderate rain
675,Peachland,CA,49.7665,-119.7357,59.0,58,100,5.01,overcast clouds
676,Macon,US,39.8667,-88.9668,66.2,100,90,11.5,moderate rain
677,Erdenet,MN,49.0333,104.0833,48.22,55,100,14.34,overcast clouds
678,Kholm,RU,59.2667,32.85,33.17,83,99,4.81,overcast clouds
679,Price,US,39.5994,-110.8107,55.4,38,1,14.97,clear sky
680,Orlik,RU,52.5178,99.825,42.51,60,58,21.21,broken clouds
681,Santa Cruz Cabralia,BR,-16.2781,-39.0247,77.0,83,40,2.3,scattered clouds
682,Sarab,IR,38.6066,44.9883,53.6,82,20,0.85,few clouds
683,Gazli,UZ,40.1333,63.45,86.63,14,1,2.13,clear sky
684,Roma,US,43.2128,-75.4557,59.0,94,90,3.44,mist
685,Balakhninskiy,RU,58.0106,114.2769,33.51,59,87,7.92,overcast clouds
